asset_id,asset_type,age_days,days_since_last_pm,cumulative_downtime_hours,historical_work_order_count,vibration_rms,operating_temperature_c,power_consumption_kwh,ambient_humidity,thermal_vibration_index,pm_overdue_ratio,downtime_intensity,failed_within_30_days
AST-ELE-388,Elevator,1072,203,28.9,3,5.03,78.5,36.6,56.1,2.633,2.256,0.809,1
AST-MED-618,Medical,2282,83,106.4,10,2.52,53.6,8.2,21.6,0.898,0.922,1.399,0
AST-HVA-802,HVAC,1395,88,33.9,10,2.86,58.4,21.6,38.2,1.114,0.978,0.729,0
AST-IT -730,IT Server,149,214,0.0,0,4.66,73.3,25.7,47.0,2.278,2.378,0.0,1
AST-MED-953,Medical,1414,237,17.5,10,6.17,66.0,22.2,68.1,2.712,2.633,0.371,1
AST-LAB-916,Lab Equipment,175,166,10.8,1,3.86,58.3,21.9,40.4,1.501,1.844,1.851,0
AST-GEN-742,Generator,1916,229,54.8,11,7.62,102.5,55.9,60.4,5.204,2.544,0.858,1
AST-MED-573,Medical,1725,238,307.6,10,7.8,81.3,20.5,43.6,4.231,2.644,5.35,1
AST-WAT-633,Water Pump,1256,145,206.1,10,5.62,73.4,27.8,40.9,2.75,1.611,4.923,1
AST-MED-668,Medical,2224,5,105.9,14,2.72,54.2,8.2,25.6,0.981,0.056,1.429,0
AST-ELE-439,Elevator,1478,17,1.4,6,1.77,64.4,29.9,71.0,0.762,0.189,0.028,0
AST-MED-960,Medical,157,87,0.0,0,1.65,36.9,11.0,50.3,0.407,0.967,0.0,0
AST-ELE-647,Elevator,709,147,8.9,3,4.86,75.6,32.2,45.7,2.449,1.633,0.377,0
AST-GEN-709,Generator,508,222,1.6,1,6.02,97.4,65.6,46.4,3.909,2.467,0.094,1
AST-MED-822,Medical,1318,182,18.6,13,4.05,60.9,14.0,60.9,1.645,2.022,0.423,1
AST-LAB-188,Lab Equipment,2065,225,52.4,14,6.69,71.7,21.4,42.8,3.197,2.5,0.761,1
AST-LAB-949,Lab Equipment,1269,56,24.9,10,2.41,55.2,10.6,44.5,0.885,0.622,0.589,0
AST-GEN-214,Generator,1562,201,25.1,6,7.56,90.9,57.9,32.5,4.584,2.233,0.482,1
AST-GEN-194,Generator,1847,130,19.8,15,5.21,87.4,49.7,57.2,3.037,1.444,0.322,1
AST-LAB-612,Lab Equipment,661,49,0.0,4,1.86,47.5,10.6,64.9,0.589,0.544,0.0,0
AST-LAB-850,Lab Equipment,2174,80,1.2,12,1.55,47.3,12.2,47.3,0.49,0.889,0.017,0
AST-GEN-887,Generator,432,211,0.0,0,6.25,93.2,55.9,42.3,3.885,2.344,0.0,0
AST-IT -792,IT Server,573,53,35.1,3,1.41,48.7,18.6,36.3,0.456,0.589,1.838,0
AST-LAB-496,Lab Equipment,2169,30,3.2,9,2.57,49.1,9.1,28.8,0.843,0.333,0.044,1
AST-HVA-803,HVAC,2464,224,7.1,7,8.29,72.1,35.3,79.1,3.987,2.489,0.086,1
AST-LAB-147,Lab Equipment,452,134,20.1,3,2.62,47.8,13.6,54.9,0.836,1.489,1.334,0
AST-ELE-419,Elevator,122,148,0.0,0,4.09,66.6,38.5,54.5,1.815,1.644,0.0,0
AST-ELE-314,Elevator,1344,52,90.5,10,1.9,73.1,28.4,54.7,0.923,0.578,2.02,0
AST-MED-645,Medical,1337,198,31.7,9,4.58,67.6,18.1,57.4,2.064,2.2,0.711,1
AST-HVA-379,HVAC,641,41,27.5,4,1.35,44.4,19.8,44.2,0.398,0.456,1.287,0
AST-HVA-737,HVAC,2322,132,250.0,15,5.11,75.7,24.9,60.0,2.582,1.467,3.23,1
AST-IT -458,IT Server,2280,82,2.2,17,1.44,54.6,14.4,51.3,0.525,0.911,0.029,0
AST-ELE-923,Elevator,1190,147,5.6,5,3.49,74.3,36.2,27.2,1.73,1.633,0.141,0
AST-HVA-418,HVAC,1417,139,28.2,6,4.72,62.9,25.8,43.7,1.98,1.544,0.597,0
AST-GEN-129,Generator,1958,232,183.0,9,8.51,109.4,54.4,36.3,6.203,2.578,2.804,1
AST-HVA-492,HVAC,250,23,3.4,1,1.42,50.3,24.1,45.9,0.476,0.256,0.408,0
AST-GEN-821,Generator,2471,229,62.5,11,6.53,101.9,64.9,29.1,4.434,2.544,0.759,1
AST-WAT-806,Water Pump,1856,158,6.7,9,4.92,83.4,36.8,78.1,2.736,1.756,0.108,1
AST-MED-937,Medical,841,183,55.7,6,4.75,67.4,18.2,60.3,2.134,2.033,1.987,0
AST-WAT-646,Water Pump,351,237,39.0,2,7.94,101.1,39.9,44.2,5.348,2.633,3.333,1
AST-LAB-681,Lab Equipment,569,24,40.3,4,1.86,44.0,12.5,69.0,0.544,0.267,2.125,0
AST-ELE-579,Elevator,428,117,12.2,3,2.31,59.8,35.3,33.2,0.922,1.3,0.855,0
AST-ELE-827,Elevator,1936,121,65.2,11,4.21,80.9,40.7,56.4,2.269,1.344,1.01,1
AST-GEN-247,Generator,1086,234,144.2,6,8.6,111.9,57.0,42.4,6.418,2.6,3.983,1
AST-GEN-816,Generator,1383,202,21.8,8,7.16,90.8,48.9,73.3,4.332,2.244,0.473,1
AST-MED-564,Medical,2026,8,15.5,13,2.3,48.5,7.4,66.7,0.744,0.089,0.23,0
AST-HVA-459,HVAC,1990,119,258.0,13,4.63,60.6,24.8,32.9,1.869,1.322,3.889,1
AST-MED-886,Medical,1457,155,14.1,6,4.01,56.3,14.5,48.0,1.504,1.722,0.29,0
AST-IT -205,IT Server,1691,210,27.2,9,5.54,74.8,24.5,42.7,2.761,2.333,0.483,1
AST-HVA-433,HVAC,2307,167,32.9,16,5.12,83.0,29.9,50.0,2.831,1.856,0.428,1
AST-MED-645,Medical,1918,103,15.5,17,2.2,44.5,12.4,55.9,0.654,1.144,0.242,0
AST-GEN-735,Generator,1028,141,0.2,1,3.56,83.9,51.6,60.8,1.992,1.567,0.006,1
AST-LAB-493,Lab Equipment,300,88,5.9,1,1.56,45.7,13.8,28.7,0.477,0.978,0.59,0
AST-ELE-705,Elevator,1795,201,142.7,11,6.44,84.5,40.0,29.5,3.625,2.233,2.385,1
AST-IT -906,IT Server,1431,140,125.9,11,4.35,69.9,19.3,54.0,2.025,1.556,2.639,1
AST-GEN-778,Generator,349,190,8.2,2,5.27,91.6,48.2,37.9,3.216,2.111,0.705,0
AST-IT -956,IT Server,2023,30,28.1,10,2.06,54.9,16.8,57.1,0.752,0.333,0.417,0
AST-LAB-433,Lab Equipment,2303,25,82.9,16,3.2,54.7,12.0,60.2,1.167,0.278,1.08,0
AST-GEN-415,Generator,1692,18,18.0,14,4.47,70.3,38.0,73.0,2.095,0.2,0.319,0
AST-ELE-933,Elevator,2472,198,80.4,19,6.87,79.0,34.5,57.5,3.618,2.2,0.976,1
AST-MED-606,Medical,281,24,8.6,1,1.61,40.0,8.3,59.3,0.428,0.267,0.918,0
AST-GEN-694,Generator,30,194,2.9,1,5.92,91.3,42.0,40.7,3.603,2.156,2.9,1
AST-GEN-563,Generator,2206,75,5.0,11,1.11,63.3,33.0,63.8,0.469,0.833,0.068,0
AST-IT -557,IT Server,831,53,14.7,6,1.31,53.3,17.0,56.4,0.467,0.589,0.531,0
AST-MED-406,Medical,2365,204,414.3,23,6.33,75.2,18.9,63.5,3.175,2.267,5.255,1
AST-MED-545,Medical,1440,23,22.1,5,1.6,44.8,6.3,51.6,0.477,0.256,0.46,0
AST-IT -622,IT Server,1685,217,2.7,4,5.68,81.2,25.7,44.8,3.075,2.411,0.048,1
AST-MED-163,Medical,1542,231,118.2,12,6.6,82.9,20.7,46.9,3.646,2.567,2.3,1
AST-HVA-100,HVAC,2323,211,642.8,21,7.0,95.6,25.9,43.6,4.463,2.344,8.301,1
AST-HVA-981,HVAC,1185,222,39.6,6,6.92,85.8,40.7,54.8,3.957,2.467,1.003,1
AST-LAB-819,Lab Equipment,2447,101,10.8,7,2.48,41.5,14.0,59.1,0.687,1.122,0.132,0
AST-ELE-491,Elevator,1693,98,95.7,9,4.41,75.4,27.9,42.8,2.215,1.089,1.696,1
AST-GEN-778,Generator,740,122,10.6,4,3.04,75.2,48.6,54.3,1.524,1.356,0.43,0
AST-IT -493,IT Server,1505,216,71.6,9,5.74,88.4,25.1,48.9,3.381,2.4,1.427,1
AST-MED-993,Medical,544,35,0.7,3,1.22,34.2,7.0,39.6,0.277,0.389,0.039,0
AST-ELE-116,Elevator,619,185,8.2,3,4.17,75.3,37.4,48.6,2.09,2.056,0.397,0
AST-ELE-547,Elevator,586,22,4.3,4,2.37,55.4,28.9,59.3,0.876,0.244,0.22,0
AST-WAT-525,Water Pump,1897,229,84.6,13,8.46,102.9,36.0,52.4,5.803,2.544,1.338,1
AST-IT -535,IT Server,766,117,37.7,6,2.39,53.4,17.9,41.3,0.85,1.3,1.477,0
AST-IT -939,IT Server,1873,99,240.4,13,2.84,64.3,17.1,46.1,1.217,1.1,3.851,1
AST-GEN-534,Generator,60,148,3.8,1,3.29,80.9,39.7,37.9,1.773,1.644,1.9,0
AST-ELE-342,Elevator,2085,69,87.5,12,3.69,63.7,31.0,53.9,1.566,0.767,1.259,0
AST-IT -690,IT Server,1533,9,7.6,13,1.64,54.1,12.8,37.3,0.592,0.1,0.149,0
AST-IT -594,IT Server,1539,29,28.2,8,1.83,47.6,17.9,49.2,0.581,0.322,0.55,0
AST-ELE-181,Elevator,611,187,22.7,1,5.52,94.3,29.8,51.5,3.474,2.078,1.115,1
AST-WAT-868,Water Pump,1174,120,30.6,6,3.97,64.9,34.2,39.8,1.717,1.333,0.782,0
AST-IT -724,IT Server,392,63,3.0,2,1.19,47.9,18.7,76.3,0.379,0.7,0.23,0
AST-ELE-779,Elevator,349,176,22.9,4,5.42,62.8,32.8,45.1,2.266,1.956,1.968,0
AST-WAT-693,Water Pump,1309,157,45.2,10,5.38,77.8,41.3,44.9,2.791,1.744,1.036,1
AST-MED-647,Medical,74,121,4.9,2,2.22,48.7,9.8,47.4,0.72,1.344,1.986,0
AST-LAB-687,Lab Equipment,1387,108,56.5,12,2.46,49.0,11.2,51.3,0.804,1.2,1.222,0
AST-WAT-401,Water Pump,1214,43,46.0,8,3.3,68.4,36.6,57.5,1.504,0.478,1.137,1
AST-IT -867,IT Server,1275,187,40.1,11,4.46,76.6,24.0,63.5,2.281,2.078,0.944,0
AST-MED-162,Medical,1968,149,62.0,13,4.43,65.5,12.9,50.4,1.936,1.656,0.945,1
AST-HVA-772,HVAC,1225,208,6.2,5,4.71,73.6,34.0,56.1,2.309,2.311,0.152,0
AST-HVA-393,HVAC,2015,22,16.6,11,2.31,47.8,20.2,43.7,0.737,0.244,0.247,0
AST-HVA-971,HVAC,1168,65,22.8,5,2.44,55.0,27.5,56.0,0.896,0.722,0.586,0
AST-MED-381,Medical,1082,4,40.5,5,1.98,45.9,8.4,37.9,0.608,0.044,1.123,0
AST-IT -278,IT Server,2453,190,20.2,7,4.52,78.8,23.4,44.1,2.377,2.111,0.247,1
AST-LAB-478,Lab Equipment,748,67,36.7,7,2.48,49.9,13.4,58.9,0.825,0.744,1.472,0
AST-GEN-596,Generator,770,205,23.0,5,5.27,88.1,71.4,51.6,3.095,2.278,0.896,1
AST-HVA-451,HVAC,375,38,0.0,0,2.13,44.2,15.9,40.2,0.627,0.422,0.0,0
AST-WAT-257,Water Pump,2061,193,1.7,12,6.86,88.8,47.4,42.5,4.061,2.144,0.025,0
AST-WAT-492,Water Pump,1004,170,16.6,5,6.31,77.1,28.0,54.5,3.244,1.889,0.496,1
AST-ELE-271,Elevator,893,148,6.0,4,3.01,60.4,38.2,44.3,1.211,1.644,0.202,0
AST-MED-155,Medical,1112,194,103.1,8,6.2,73.4,16.9,52.4,3.032,2.156,2.781,1
AST-HVA-271,HVAC,1930,103,40.9,12,2.75,62.1,25.2,30.5,1.139,1.144,0.636,0
AST-LAB-864,Lab Equipment,2211,60,55.0,13,3.23,50.9,16.4,49.6,1.095,0.667,0.746,0
AST-ELE-499,Elevator,1973,68,46.7,16,3.06,59.2,28.9,66.5,1.209,0.756,0.71,0
AST-WAT-545,Water Pump,78,74,0.0,0,3.26,51.3,26.5,54.6,1.114,0.822,0.0,0
AST-LAB-491,Lab Equipment,1323,136,5.4,4,3.53,57.5,15.2,30.5,1.354,1.511,0.122,0
AST-HVA-199,HVAC,2206,164,100.4,14,5.17,80.8,30.5,60.9,2.788,1.822,1.365,1
AST-WAT-542,Water Pump,1146,86,49.1,5,4.07,78.7,32.1,49.8,2.138,0.956,1.285,1
AST-WAT-200,Water Pump,1075,168,0.3,8,4.03,82.5,36.1,63.3,2.22,1.867,0.008,0
AST-LAB-891,Lab Equipment,1020,188,62.1,7,4.99,79.9,18.9,58.9,2.654,2.089,1.826,1
AST-WAT-299,Water Pump,2159,87,10.5,10,3.83,68.5,26.2,62.0,1.75,0.967,0.146,0
AST-GEN-420,Generator,2273,3,45.9,12,2.76,65.4,41.8,42.8,1.202,0.033,0.606,0
AST-WAT-169,Water Pump,78,106,0.0,0,0.9,66.6,44.0,57.3,0.401,1.178,0.0,0
AST-HVA-801,HVAC,1856,90,33.6,16,2.66,59.8,23.2,47.6,1.059,1.0,0.543,0
AST-MED-357,Medical,820,9,11.8,3,1.97,34.6,8.9,48.8,0.454,0.1,0.432,0
AST-HVA-158,HVAC,2463,169,190.5,14,5.86,77.9,21.9,51.7,3.044,1.878,2.32,1
AST-GEN-713,Generator,528,182,1.9,3,5.38,70.8,51.7,56.8,2.537,2.022,0.108,0
AST-HVA-976,HVAC,562,97,0.9,1,2.54,45.3,22.4,41.0,0.766,1.078,0.048,0
AST-ELE-679,Elevator,786,230,50.8,2,7.82,84.5,38.4,25.7,4.406,2.556,1.939,1
AST-GEN-359,Generator,1236,120,39.6,3,3.21,83.2,53.6,52.5,1.78,1.333,0.961,0
AST-HVA-754,HVAC,1887,237,145.7,12,7.72,81.2,38.2,51.1,4.181,2.633,2.316,0
AST-WAT-537,Water Pump,1354,66,7.4,4,0.88,76.8,29.7,79.3,0.451,0.733,0.164,0
AST-HVA-383,HVAC,285,98,30.4,2,2.54,51.5,22.9,74.1,0.872,1.089,3.2,0
AST-HVA-364,HVAC,1114,46,23.6,5,2.64,57.2,22.9,70.1,1.005,0.511,0.636,0
AST-LAB-305,Lab Equipment,1638,46,204.9,18,2.93,56.7,14.7,51.2,1.108,0.511,3.753,1
AST-HVA-247,HVAC,2244,197,113.3,12,7.51,86.3,23.5,64.1,4.32,2.189,1.515,1
AST-IT -758,IT Server,465,234,7.9,1,5.41,76.9,24.8,45.0,2.771,2.6,0.51,1
AST-MED-205,Medical,172,19,14.5,3,1.37,37.7,10.0,62.6,0.344,0.211,2.529,0
AST-ELE-356,Elevator,1856,5,46.5,5,3.11,60.6,18.3,50.2,1.258,0.056,0.752,0
AST-GEN-768,Generator,33,239,0.0,0,5.76,90.4,62.6,73.7,3.468,2.656,0.0,1
AST-LAB-372,Lab Equipment,650,180,4.2,4,4.52,66.4,19.3,49.0,2.001,2.0,0.194,0
AST-LAB-688,Lab Equipment,45,132,12.9,2,2.71,46.1,15.4,47.3,0.833,1.467,8.6,0
AST-WAT-602,Water Pump,1988,112,16.4,5,3.29,67.1,40.0,41.6,1.472,1.244,0.247,0
AST-ELE-899,Elevator,317,139,6.6,2,4.06,66.5,34.4,51.6,1.798,1.544,0.625,0
AST-LAB-805,Lab Equipment,2004,32,53.5,11,2.8,51.6,12.0,70.2,0.963,0.356,0.801,0
AST-MED-441,Medical,1270,103,20.1,5,1.9,47.9,6.5,53.7,0.608,1.144,0.475,0
AST-ELE-192,Elevator,1526,137,40.3,8,3.98,73.4,30.6,51.7,1.948,1.522,0.792,0
AST-MED-182,Medical,1912,195,235.8,16,5.32,69.7,15.7,54.2,2.475,2.167,3.7,1
AST-ELE-307,Elevator,753,142,29.8,4,3.64,71.4,39.8,72.0,1.734,1.578,1.187,1
AST-LAB-776,Lab Equipment,812,77,12.7,3,1.97,49.5,12.4,38.5,0.649,0.856,0.469,0
AST-HVA-745,HVAC,1501,125,49.6,9,3.95,63.4,27.8,54.0,1.671,1.389,0.991,1
AST-ELE-548,Elevator,806,36,86.1,4,3.4,58.8,28.5,63.3,1.334,0.4,3.205,1
AST-HVA-837,HVAC,2458,62,27.7,11,2.13,53.6,24.8,52.7,0.76,0.689,0.338,0
AST-HVA-911,HVAC,2244,165,109.4,10,5.93,80.4,27.5,47.5,3.181,1.833,1.463,1
AST-IT -954,IT Server,1870,5,43.2,11,1.65,54.2,19.8,46.7,0.597,0.056,0.693,0
AST-HVA-445,HVAC,205,104,3.6,1,1.57,48.1,22.0,49.2,0.504,1.156,0.527,0
AST-WAT-769,Water Pump,2172,118,259.5,10,4.56,74.1,40.9,41.0,2.252,1.311,3.584,1
AST-WAT-995,Water Pump,2227,39,32.2,10,3.08,59.1,35.6,67.8,1.214,0.433,0.434,0
AST-GEN-173,Generator,181,189,0.0,0,6.12,92.4,60.6,29.4,3.77,2.1,0.0,1
AST-ELE-119,Elevator,1960,233,0.9,7,6.52,96.7,42.4,60.6,4.206,2.589,0.014,1
AST-HVA-348,HVAC,564,4,42.9,2,2.88,60.0,21.1,52.0,1.151,0.044,2.282,0
AST-HVA-414,HVAC,428,117,3.2,2,2.41,56.2,19.9,58.1,0.901,1.3,0.224,0
AST-WAT-705,Water Pump,291,210,6.0,2,6.56,84.9,41.8,44.9,3.714,2.333,0.619,1
AST-HVA-609,HVAC,2467,205,133.2,15,6.67,83.7,31.4,57.0,3.721,2.278,1.62,1
AST-HVA-923,HVAC,860,110,2.0,5,3.09,47.4,23.4,37.3,0.978,1.222,0.07,0
AST-WAT-855,Water Pump,1676,84,26.6,10,2.08,68.6,19.8,37.9,0.951,0.933,0.476,0
AST-ELE-689,Elevator,2265,36,30.3,9,3.46,67.8,27.7,52.8,1.565,0.4,0.401,0
AST-WAT-318,Water Pump,216,152,3.8,1,3.17,61.0,39.5,58.0,1.29,1.689,0.528,0
AST-HVA-223,HVAC,1151,37,20.8,10,2.59,52.5,22.4,27.2,0.908,0.411,0.542,0
AST-GEN-813,Generator,1545,142,32.4,8,3.21,78.4,48.8,66.7,1.678,1.578,0.629,1
AST-GEN-695,Generator,196,35,4.6,1,2.53,51.9,49.7,58.7,0.877,0.389,0.704,0
AST-WAT-747,Water Pump,1570,200,28.8,10,7.15,85.0,34.8,26.8,4.048,2.222,0.55,1
AST-LAB-182,Lab Equipment,56,2,0.0,0,1.61,43.1,11.7,47.0,0.461,0.022,0.0,0
AST-HVA-823,HVAC,2461,228,22.6,12,6.96,90.9,29.5,67.3,4.22,2.533,0.275,1
AST-ELE-926,Elevator,1979,178,4.2,14,6.02,74.8,35.8,69.6,3.002,1.978,0.064,1
AST-GEN-755,Generator,1139,134,51.4,10,3.11,75.5,58.7,27.5,1.564,1.489,1.354,0
AST-GEN-278,Generator,184,153,8.6,1,3.63,82.1,56.1,46.5,1.985,1.7,1.402,0
AST-LAB-726,Lab Equipment,390,161,58.5,3,3.35,56.8,20.5,52.2,1.268,1.789,4.5,0
AST-MED-456,Medical,1745,2,47.7,6,1.68,45.8,6.4,52.0,0.513,0.022,0.82,0
AST-GEN-220,Generator,2201,25,40.9,11,3.64,69.3,49.0,40.7,1.681,0.278,0.557,0
AST-WAT-879,Water Pump,2240,130,137.3,12,6.12,76.5,35.5,45.7,3.12,1.444,1.839,1
AST-WAT-741,Water Pump,882,71,27.6,11,3.06,67.2,34.5,37.8,1.37,0.789,0.939,0
AST-HVA-915,HVAC,641,176,2.7,7,3.55,69.4,31.4,54.1,1.643,1.956,0.126,0
AST-LAB-609,Lab Equipment,752,41,69.7,7,2.2,51.9,13.9,60.7,0.762,0.456,2.781,0
AST-HVA-155,HVAC,1521,73,147.1,9,3.66,61.4,23.8,60.3,1.496,0.811,2.901,1
AST-MED-442,Medical,1886,12,79.2,6,1.91,41.4,7.0,48.7,0.525,0.133,1.26,0
AST-HVA-650,HVAC,750,41,4.7,12,2.27,61.4,20.1,48.2,0.931,0.456,0.188,0
AST-LAB-627,Lab Equipment,505,19,18.0,5,1.08,41.4,10.5,46.7,0.297,0.211,1.069,0
AST-ELE-555,Elevator,2457,149,38.0,8,4.51,74.8,28.4,52.8,2.252,1.656,0.464,1
AST-GEN-865,Generator,1364,59,13.0,4,2.76,61.2,33.9,51.6,1.124,0.656,0.286,0
AST-MED-333,Medical,431,61,14.8,1,1.62,42.3,8.7,66.7,0.458,0.678,1.03,0
AST-WAT-304,Water Pump,1568,229,154.4,12,8.54,96.2,37.4,37.2,5.477,2.544,2.954,1
AST-LAB-699,Lab Equipment,2014,14,4.2,13,2.52,42.3,14.0,32.4,0.709,0.156,0.063,0
AST-GEN-321,Generator,1893,46,163.7,12,3.0,78.7,40.4,28.1,1.571,0.511,2.594,1
AST-GEN-568,Generator,825,162,2.3,1,5.17,93.6,56.4,57.2,3.229,1.8,0.084,1
AST-MED-307,Medical,1405,33,128.0,10,2.65,51.5,9.8,36.1,0.911,0.367,2.733,1
AST-IT -161,IT Server,1179,35,4.2,3,1.17,45.6,18.3,36.5,0.357,0.389,0.107,0
AST-LAB-569,Lab Equipment,1743,44,27.8,12,2.77,50.3,14.6,53.1,0.927,0.489,0.478,0
AST-GEN-402,Generator,672,203,10.2,2,5.01,102.9,50.7,51.7,3.436,2.256,0.455,1
AST-IT -274,IT Server,2397,142,128.3,12,4.33,70.9,23.2,48.8,2.045,1.578,1.606,1
AST-HVA-521,HVAC,2167,126,48.1,9,3.5,75.1,26.0,43.2,1.752,1.4,0.666,0
AST-GEN-705,Generator,1969,215,8.6,9,7.3,83.3,55.2,49.9,4.054,2.389,0.131,1
AST-HVA-847,HVAC,1783,189,6.8,6,5.49,72.4,34.4,48.3,2.65,2.1,0.114,0
AST-GEN-435,Generator,1808,149,117.8,7,6.85,94.3,51.2,75.6,4.306,1.656,1.955,1
AST-IT -252,IT Server,2379,230,7.1,7,6.25,71.1,28.2,62.6,2.961,2.556,0.09,1
AST-HVA-141,HVAC,1957,188,30.6,12,5.6,71.7,30.7,63.6,2.678,2.089,0.469,1
AST-HVA-535,HVAC,2205,101,244.7,16,2.72,61.9,27.0,48.3,1.122,1.122,3.329,1
AST-WAT-813,Water Pump,431,116,19.0,1,3.9,60.7,28.7,55.9,1.578,1.289,1.323,0
AST-HVA-671,HVAC,80,178,0.0,0,5.56,63.1,35.2,50.4,2.339,1.978,0.0,0
AST-GEN-235,Generator,1498,76,328.9,8,3.16,84.2,50.2,37.3,1.775,0.844,6.587,1
AST-HVA-116,HVAC,1995,172,24.9,14,5.61,62.8,32.4,58.3,2.348,1.911,0.374,1
AST-ELE-570,Elevator,2366,192,44.1,13,6.53,82.7,33.5,57.8,3.601,2.133,0.559,1
AST-LAB-574,Lab Equipment,597,224,21.1,5,5.88,74.6,21.5,39.0,2.928,2.489,1.06,1
AST-GEN-908,Generator,1547,161,0.6,8,3.65,96.6,48.8,41.7,2.351,1.789,0.012,1
AST-ELE-101,Elevator,319,99,0.0,0,1.56,49.4,30.6,62.0,0.515,1.1,0.0,0
AST-MED-643,Medical,163,76,81.2,3,2.06,49.2,9.5,66.0,0.674,0.844,14.945,0
AST-MED-814,Medical,2251,148,97.7,5,3.82,64.0,13.0,69.1,1.627,1.644,1.302,0
AST-WAT-801,Water Pump,361,159,0.0,0,3.91,76.4,32.9,48.7,1.991,1.767,0.0,0
AST-ELE-156,Elevator,2138,233,34.0,13,7.5,99.3,40.1,52.5,4.964,2.589,0.477,1
AST-HVA-213,HVAC,1598,94,16.2,11,2.88,63.1,22.6,56.1,1.21,1.044,0.304,0
AST-HVA-474,HVAC,1530,45,135.6,8,3.92,70.1,18.8,76.5,1.833,0.5,2.659,0
AST-ELE-168,Elevator,2326,182,16.0,16,5.11,82.1,32.9,27.1,2.799,2.022,0.206,1
AST-GEN-442,Generator,1007,139,61.5,5,4.14,79.0,46.4,74.9,2.181,1.544,1.832,1
AST-LAB-855,Lab Equipment,2406,224,127.8,13,6.85,84.2,25.3,44.3,3.844,2.489,1.594,1
AST-GEN-871,Generator,953,83,44.5,4,1.43,58.0,46.1,60.3,0.552,0.922,1.401,0
AST-MED-615,Medical,1762,71,13.4,14,2.43,43.0,9.2,50.5,0.696,0.789,0.228,0
AST-MED-453,Medical,1883,125,41.2,6,3.55,48.8,13.0,34.7,1.154,1.389,0.656,0
AST-WAT-225,Water Pump,1955,182,65.1,14,6.24,79.1,30.7,76.9,3.292,2.022,0.999,1
AST-WAT-645,Water Pump,1227,116,19.4,8,4.28,66.7,37.2,46.5,1.903,1.289,0.474,0
AST-WAT-789,Water Pump,298,49,4.4,1,2.26,59.8,30.9,32.1,0.902,0.544,0.443,0
AST-LAB-189,Lab Equipment,358,101,2.1,2,1.63,48.1,14.5,58.6,0.523,1.122,0.176,0
AST-MED-178,Medical,477,43,14.9,4,1.73,39.3,8.0,64.2,0.453,0.478,0.937,0
AST-ELE-251,Elevator,2062,39,339.6,11,3.97,62.1,29.9,52.3,1.643,0.433,4.941,1
AST-IT -742,IT Server,122,76,0.7,1,0.75,43.2,15.8,56.1,0.216,0.844,0.172,0
AST-ELE-654,Elevator,570,122,7.2,3,3.5,58.7,32.7,40.0,1.368,1.356,0.379,0
AST-LAB-855,Lab Equipment,117,75,0.9,1,0.89,36.5,10.8,54.1,0.217,0.833,0.231,0
AST-HVA-992,HVAC,981,214,11.3,7,6.65,75.8,33.3,51.9,3.358,2.378,0.346,0
AST-ELE-443,Elevator,1716,149,19.0,4,4.67,66.6,37.5,32.7,2.074,1.656,0.332,1
AST-ELE-905,Elevator,1366,125,17.9,12,4.75,75.1,28.3,20.0,2.378,1.389,0.393,0
AST-ELE-642,Elevator,2276,114,14.8,21,3.84,66.9,34.5,39.6,1.714,1.267,0.195,0
AST-IT -235,IT Server,1285,44,55.2,13,1.92,46.9,12.3,40.0,0.601,0.489,1.289,0
AST-GEN-595,Generator,1553,74,43.7,17,3.09,76.4,42.3,55.9,1.571,0.822,0.844,0
AST-HVA-251,HVAC,1476,73,6.2,9,1.89,58.5,14.9,44.1,0.736,0.811,0.126,0
AST-GEN-733,Generator,688,183,14.5,6,6.04,81.7,59.5,45.2,3.291,2.033,0.632,1
AST-GEN-279,Generator,658,42,5.8,2,3.3,65.3,44.7,56.1,1.437,0.467,0.264,0
AST-HVA-424,HVAC,2383,33,349.1,17,3.9,78.4,21.6,47.8,2.036,0.367,4.395,1
AST-MED-288,Medical,870,144,42.0,10,3.76,48.7,11.2,44.7,1.22,1.6,1.448,0
AST-ELE-424,Elevator,1438,38,9.1,6,2.95,48.2,26.3,31.6,0.949,0.422,0.19,0
AST-IT -266,IT Server,2215,78,93.0,10,2.2,63.4,16.9,55.8,0.928,0.867,1.26,1
AST-HVA-514,HVAC,2075,197,99.6,12,5.56,89.8,28.3,58.0,3.327,2.189,1.44,1
AST-LAB-427,Lab Equipment,669,2,40.8,5,2.03,50.4,11.9,52.7,0.684,0.022,1.83,0
AST-IT -619,IT Server,1386,166,143.2,14,4.88,72.7,21.0,48.8,2.365,1.844,3.1,1
AST-LAB-396,Lab Equipment,2379,171,23.7,13,4.55,62.6,18.0,29.4,1.899,1.9,0.299,1
AST-IT -846,IT Server,1840,87,86.6,15,2.49,58.4,15.7,60.4,0.969,0.967,1.412,0
AST-ELE-590,Elevator,194,36,25.5,2,2.94,57.9,27.6,44.3,1.135,0.4,3.943,0
AST-HVA-415,HVAC,131,103,17.0,1,3.57,62.1,24.2,55.5,1.479,1.144,3.893,0
AST-GEN-556,Generator,1493,24,201.6,9,3.3,64.7,48.9,30.5,1.422,0.267,4.051,1
AST-IT -756,IT Server,829,150,8.2,1,2.92,55.2,19.1,49.4,1.073,1.667,0.297,0
AST-WAT-885,Water Pump,1168,51,3.7,7,1.47,69.1,34.4,59.5,0.677,0.567,0.095,0
